,Liquid Alternative Beta Index,,,Event Driven Liquid Index,,,Global Strategies Liquid Index,,,Long/Short Liquid Index,,,Managed Futures Liquid Index,,,Merger Arbitrage Liquid Index,,
,CSLAB,,,CSLABED,,,CSLABGS,,,CSLABLS,,,CSLABMF,,,CSLABMA,,
Date,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR
1/2/2020,USD,1396.35,0.12%,USD,1683.06,0.06%,USD,1160.12,0.09%,USD,1641.64,0.22%,USD,1050.94,0.38%,USD,1271.21,-0.06%
1/1/2020,USD,1394.69,0.00%,USD,1682.04,0.00%,USD,1159.04,0.00%,USD,1638.11,0.00%,USD,1047.01,0.00%,USD,1271.97,0.00%
12/31/2019,USD,1394.69,0.07%,USD,1682.04,0.04%,USD,1159.04,0.09%,USD,1638.11,0.06%,USD,1047.01,0.15%,USD,1271.97,0.47%
12/30/2019,USD,1393.68,-0.15%,USD,1681.39,-0.04%,USD,1158.03,-0.19%,USD,1637.12,-0.11%,USD,1045.44,-0.45%,USD,1266.06,0.06%
12/29/2019,USD,1395.74,0.00%,USD,1681.99,0.00%,USD,1160.26,0.00%,USD,1638.95,0.00%,USD,1050.13,0.00%,USD,1265.28,0.00%
12/28/2019,USD,1395.74,0.00%,USD,1681.99,0.00%,USD,1160.26,0.00%,USD,1638.95,0.00%,USD,1050.13,0.00%,USD,1265.28,0.00%
12/27/2019,USD,1395.74,-0.01%,USD,1681.99,-0.05%,USD,1160.26,0.07%,USD,1638.95,-0.18%,USD,1050.13,0.47%,USD,1265.28,0.05%
12/26/2019,USD,1395.91,0.17%,USD,1682.87,0.03%,USD,1159.48,0.22%,USD,1641.84,0.13%,USD,1045.21,0.35%,USD,1264.59,0.17%
12/25/2019,USD,1393.61,0.00%,USD,1682.39,0.00%,USD,1156.97,0.00%,USD,1639.79,0.00%,USD,1041.57,0.00%,USD,1262.49,0.00%
12/24/2019,USD,1393.61,0.07%,USD,1682.39,0.03%,USD,1156.97,0.09%,USD,1639.79,0.04%,USD,1041.57,0.22%,USD,1262.49,0.17%
12/23/2019,USD,1392.65,0.08%,USD,1681.81,0.04%,USD,1155.94,0.08%,USD,1639.07,0.09%,USD,1039.28,0.09%,USD,1260.29,-0.16%
12/22/2019,USD,1391.59,0.00%,USD,1681.11,0.00%,USD,1155.03,0.00%,USD,1637.56,0.00%,USD,1038.39,0.00%,USD,1262.33,0.00%
12/21/2019,USD,1391.59,0.00%,USD,1681.11,0.00%,USD,1155.03,0.00%,USD,1637.56,0.00%,USD,1038.39,0.00%,USD,1262.33,0.00%
12/20/2019,USD,1391.59,0.08%,USD,1681.11,0.07%,USD,1155.03,0.09%,USD,1637.56,0.08%,USD,1038.39,0.21%,USD,1262.33,-0.22%
12/19/2019,USD,1390.46,0.07%,USD,1679.95,0.06%,USD,1154.04,0.03%,USD,1636.31,0.17%,USD,1036.23,-0.22%,USD,1265.1,-0.07%
12/18/2019,USD,1389.51,0.08%,USD,1678.93,0.15%,USD,1153.73,0.05%,USD,1633.47,0.12%,USD,1038.52,-0.17%,USD,1265.99,-0.16%
12/17/2019,USD,1388.34,0.07%,USD,1676.46,0.17%,USD,1153.12,-0.01%,USD,1631.54,0.18%,USD,1040.3,-0.31%,USD,1268.06,-0.43%
12/16/2019,USD,1387.42,0.20%,USD,1673.6,0.21%,USD,1153.24,0.17%,USD,1628.53,0.29%,USD,1043.5,0.16%,USD,1273.56,0.14%
12/15/2019,USD,1384.6,0.00%,USD,1670.14,0.00%,USD,1151.29,0.00%,USD,1623.88,0.00%,USD,1041.84,0.00%,USD,1271.84,0.00%
12/14/2019,USD,1384.6,0.00%,USD,1670.14,0.00%,USD,1151.29,0.00%,USD,1623.88,0.00%,USD,1041.84,0.00%,USD,1271.84,0.00%
12/13/2019,USD,1384.6,0.03%,USD,1670.14,0.03%,USD,1151.29,0.12%,USD,1623.88,-0.18%,USD,1041.84,0.62%,USD,1271.84,0.16%
12/12/2019,USD,1384.15,0.13%,USD,1669.57,0.25%,USD,1149.92,0.08%,USD,1626.77,0.16%,USD,1035.42,-0.33%,USD,1269.77,-0.14%
12/11/2019,USD,1382.41,0.03%,USD,1665.36,0.06%,USD,1149.05,-0.01%,USD,1624.11,0.12%,USD,1038.8,-0.23%,USD,1271.55,-0.10%
12/10/2019,USD,1381.97,0.03%,USD,1664.28,0.08%,USD,1149.19,0.00%,USD,1622.19,0.06%,USD,1041.21,-0.05%,USD,1272.86,0.28%
12/9/2019,USD,1381.6,-0.07%,USD,1662.99,0.02%,USD,1149.2,-0.06%,USD,1621.21,-0.17%,USD,1041.7,-0.12%,USD,1269.31,0.18%
12/8/2019,USD,1382.6,0.00%,USD,1662.65,0.00%,USD,1149.87,0.00%,USD,1623.9,0.00%,USD,1043,0.00%,USD,1267.08,0.00%
12/7/2019,USD,1382.6,0.00%,USD,1662.65,0.00%,USD,1149.87,0.00%,USD,1623.9,0.00%,USD,1043,0.00%,USD,1267.08,0.00%
12/6/2019,USD,1382.6,0.26%,USD,1662.65,0.29%,USD,1149.87,0.22%,USD,1623.9,0.33%,USD,1043,0.24%,USD,1267.08,0.26%
12/5/2019,USD,1379.02,0.03%,USD,1657.91,0.06%,USD,1147.32,0.02%,USD,1618.49,0.01%,USD,1040.48,-0.14%,USD,1263.75,0.06%
12/4/2019,USD,1378.67,0.12%,USD,1656.88,0.24%,USD,1147.04,0.08%,USD,1618.4,0.15%,USD,1041.96,-0.39%,USD,1263.05,0.03%
12/3/2019,USD,1377.01,-0.07%,USD,1652.96,-0.10%,USD,1146.16,-0.09%,USD,1615.95,-0.01%,USD,1046.04,0.11%,USD,1262.64,-0.01%
12/2/2019,USD,1378.04,-0.31%,USD,1654.69,-0.19%,USD,1147.21,-0.29%,USD,1616.18,-0.43%,USD,1044.88,-0.85%,USD,1262.78,0.04%
12/1/2019,USD,1382.32,0.00%,USD,1657.88,0.00%,USD,1150.56,0.00%,USD,1623.16,0.00%,USD,1053.79,0.00%,USD,1262.28,0.00%
11/30/2019,USD,1382.32,0.00%,USD,1657.88,0.00%,USD,1150.56,0.00%,USD,1623.16,0.00%,USD,1053.79,0.00%,USD,1262.28,0.00%
11/29/2019,USD,1382.32,-0.05%,USD,1657.88,-0.08%,USD,1150.56,0.00%,USD,1623.16,-0.16%,USD,1053.79,0.34%,USD,1262.28,0.25%
11/28/2019,USD,1383.05,0.00%,USD,1659.13,0.00%,USD,1150.59,0.00%,USD,1625.75,0.00%,USD,1050.25,0.00%,USD,1259.1,0.00%
11/27/2019,USD,1383.05,0.19%,USD,1659.13,0.14%,USD,1150.59,0.16%,USD,1625.75,0.29%,USD,1050.25,0.24%,USD,1259.1,0.25%
11/26/2019,USD,1380.44,0.05%,USD,1656.8,0.10%,USD,1148.74,0.05%,USD,1621.11,0.03%,USD,1047.72,-0.02%,USD,1256.02,-0.05%
11/25/2019,USD,1379.74,0.45%,USD,1655.1,0.40%,USD,1148.22,0.37%,USD,1620.57,0.67%,USD,1047.94,0.50%,USD,1256.7,-0.09%
11/24/2019,USD,1373.61,0.00%,USD,1648.52,0.00%,USD,1144.04,0.00%,USD,1609.74,0.00%,USD,1042.73,0.00%,USD,1257.83,0.00%
11/23/2019,USD,1373.61,0.00%,USD,1648.52,0.00%,USD,1144.04,0.00%,USD,1609.74,0.00%,USD,1042.73,0.00%,USD,1257.83,0.00%
11/22/2019,USD,1373.61,0.07%,USD,1648.52,0.08%,USD,1144.04,0.08%,USD,1609.74,0.03%,USD,1042.73,0.21%,USD,1257.83,-0.04%
11/21/2019,USD,1372.69,-0.10%,USD,1647.13,-0.09%,USD,1143.18,-0.09%,USD,1609.2,-0.14%,USD,1040.56,-0.15%,USD,1258.39,-0.05%
11/20/2019,USD,1374.08,-0.06%,USD,1648.64,-0.12%,USD,1144.16,-0.03%,USD,1611.53,-0.11%,USD,1042.16,0.00%,USD,1258.98,0.13%
11/19/2019,USD,1374.94,0.05%,USD,1650.69,-0.05%,USD,1144.47,0.03%,USD,1613.3,0.17%,USD,1042.13,-0.03%,USD,1257.34,-0.01%
11/18/2019,USD,1374.21,0.01%,USD,1651.5,-0.05%,USD,1144.09,0.01%,USD,1610.59,0.06%,USD,1042.45,-0.01%,USD,1257.47,-0.01%
11/17/2019,USD,1374.07,0.00%,USD,1652.38,0.00%,USD,1144.01,0.00%,USD,1609.57,0.00%,USD,1042.52,0.00%,USD,1257.62,0.00%
11/16/2019,USD,1374.07,0.00%,USD,1652.38,0.00%,USD,1144.01,0.00%,USD,1609.57,0.00%,USD,1042.52,0.00%,USD,1257.62,0.00%
11/15/2019,USD,1374.07,0.08%,USD,1652.38,0.11%,USD,1144.01,0.10%,USD,1609.57,0.03%,USD,1042.52,0.22%,USD,1257.62,0.12%
11/14/2019,USD,1372.92,-0.02%,USD,1650.61,-0.02%,USD,1142.87,-0.03%,USD,1609.15,0.01%,USD,1040.26,-0.29%,USD,1256.08,-0.15%
11/13/2019,USD,1373.19,-0.08%,USD,1650.89,-0.12%,USD,1143.22,-0.07%,USD,1609.05,-0.09%,USD,1043.32,-0.38%,USD,1257.91,-0.05%
11/12/2019,USD,1374.35,0.03%,USD,1652.94,0.01%,USD,1144.02,0.03%,USD,1610.55,0.04%,USD,1047.26,0.22%,USD,1258.5,0.01%
11/11/2019,USD,1373.96,-0.03%,USD,1652.75,-0.02%,USD,1143.71,-0.04%,USD,1609.88,-0.02%,USD,1044.94,-0.49%,USD,1258.41,0.06%
11/10/2019,USD,1374.41,0.00%,USD,1653.08,0.00%,USD,1144.18,0.00%,USD,1610.21,0.00%,USD,1050.06,0.00%,USD,1257.67,0.00%
11/9/2019,USD,1374.41,0.00%,USD,1653.08,0.00%,USD,1144.18,0.00%,USD,1610.21,0.00%,USD,1050.06,0.00%,USD,1257.67,0.00%
11/8/2019,USD,1374.41,0.02%,USD,1653.08,0.04%,USD,1144.18,-0.03%,USD,1610.21,0.13%,USD,1050.06,-0.46%,USD,1257.67,-0.01%
11/7/2019,USD,1374.14,-0.05%,USD,1652.47,0.06%,USD,1144.49,-0.07%,USD,1608.19,-0.07%,USD,1054.93,-0.33%,USD,1257.74,-0.05%
11/6/2019,USD,1374.81,-0.10%,USD,1651.41,-0.17%,USD,1145.29,-0.05%,USD,1609.36,-0.17%,USD,1058.37,-0.06%,USD,1258.42,0.04%
11/5/2019,USD,1376.18,-0.02%,USD,1654.14,0.02%,USD,1145.92,-0.06%,USD,1612.03,0.05%,USD,1059.04,-0.20%,USD,1257.93,-0.06%
11/4/2019,USD,1376.47,0.08%,USD,1653.83,0.21%,USD,1146.6,0.05%,USD,1611.26,0.05%,USD,1061.17,0.14%,USD,1258.73,-0.27%
11/3/2019,USD,1375.39,0.00%,USD,1650.31,0.00%,USD,1145.97,0.00%,USD,1610.53,0.00%,USD,1059.67,0.00%,USD,1262.18,0.00%
11/2/2019,USD,1375.39,0.00%,USD,1650.31,0.00%,USD,1145.97,0.00%,USD,1610.53,0.00%,USD,1059.67,0.00%,USD,1262.18,0.00%
11/1/2019,USD,1375.39,0.25%,USD,1650.31,0.38%,USD,1145.97,0.18%,USD,1610.53,0.33%,USD,1059.67,-0.01%,USD,1262.18,0.04%
10/31/2019,USD,1372,-0.06%,USD,1644.11,-0.21%,USD,1143.95,-0.03%,USD,1605.16,-0.05%,USD,1059.75,0.08%,USD,1261.71,0.05%
10/30/2019,USD,1372.88,0.03%,USD,1647.54,-0.10%,USD,1144.29,0.06%,USD,1605.98,0.07%,USD,1058.95,0.00%,USD,1261.02,-0.01%
10/29/2019,USD,1372.4,-0.09%,USD,1649.26,0.04%,USD,1143.63,-0.08%,USD,1604.79,-0.22%,USD,1058.98,-0.13%,USD,1261.2,0.15%
10/28/2019,USD,1373.7,0.17%,USD,1648.64,0.17%,USD,1144.58,0.10%,USD,1608.25,0.36%,USD,1060.32,-0.19%,USD,1259.29,-0.03%
10/27/2019,USD,1371.36,0.00%,USD,1645.79,0.00%,USD,1143.48,0.00%,USD,1602.53,0.00%,USD,1062.35,0.00%,USD,1259.69,0.00%
10/26/2019,USD,1371.36,0.00%,USD,1645.79,0.00%,USD,1143.48,0.00%,USD,1602.53,0.00%,USD,1062.35,0.00%,USD,1259.69,0.00%
10/25/2019,USD,1371.36,0.09%,USD,1645.79,0.15%,USD,1143.48,0.04%,USD,1602.53,0.19%,USD,1062.35,-0.02%,USD,1259.69,0.12%
10/24/2019,USD,1370.11,0.15%,USD,1643.36,-0.01%,USD,1143.05,0.13%,USD,1599.53,0.30%,USD,1062.52,0.30%,USD,1258.16,0.14%
10/23/2019,USD,1368.11,0.03%,USD,1643.48,0.05%,USD,1141.6,0.07%,USD,1594.73,-0.09%,USD,1059.39,0.43%,USD,1256.36,0.10%
10/22/2019,USD,1367.76,-0.11%,USD,1642.7,0.02%,USD,1140.83,-0.08%,USD,1596.24,-0.30%,USD,1054.9,0.08%,USD,1255.09,-0.43%
10/21/2019,USD,1369.3,0.18%,USD,1642.39,0.22%,USD,1141.7,0.13%,USD,1600.98,0.27%,USD,1054.02,0.03%,USD,1260.45,0.05%
10/20/2019,USD,1366.89,0.00%,USD,1638.85,0.00%,USD,1140.22,0.00%,USD,1596.71,0.00%,USD,1053.73,0.00%,USD,1259.81,0.00%
10/19/2019,USD,1366.89,0.00%,USD,1638.85,0.00%,USD,1140.22,0.00%,USD,1596.71,0.00%,USD,1053.73,0.00%,USD,1259.81,0.00%
10/18/2019,USD,1366.89,-0.16%,USD,1638.85,-0.07%,USD,1140.22,-0.13%,USD,1596.71,-0.28%,USD,1053.73,-0.27%,USD,1259.81,0.12%
10/17/2019,USD,1369.02,0.10%,USD,1639.98,0.23%,USD,1141.71,-0.01%,USD,1601.19,0.27%,USD,1056.6,-0.55%,USD,1258.35,0.01%
10/16/2019,USD,1367.72,-0.01%,USD,1636.26,0.09%,USD,1141.81,-0.03%,USD,1596.93,-0.02%,USD,1062.48,-0.07%,USD,1258.24,0.05%
10/15/2019,USD,1367.8,0.23%,USD,1634.83,0.26%,USD,1142.11,0.14%,USD,1597.22,0.46%,USD,1063.26,-0.42%,USD,1257.66,0.24%
10/14/2019,USD,1364.62,0.04%,USD,1630.6,-0.01%,USD,1140.52,0.09%,USD,1589.93,-0.04%,USD,1067.78,0.64%,USD,1254.71,-0.08%
10/13/2019,USD,1364.04,0.00%,USD,1630.73,0.00%,USD,1139.53,0.00%,USD,1590.53,0.00%,USD,1061.02,0.00%,USD,1255.71,0.00%
10/12/2019,USD,1364.04,0.00%,USD,1630.73,0.00%,USD,1139.53,0.00%,USD,1590.53,0.00%,USD,1061.02,0.00%,USD,1255.71,0.00%
10/11/2019,USD,1364.04,0.17%,USD,1630.73,0.41%,USD,1139.53,-0.05%,USD,1590.53,0.57%,USD,1061.02,-1.97%,USD,1255.71,0.25%
10/10/2019,USD,1361.76,0.04%,USD,1624.02,0.12%,USD,1140.15,-0.07%,USD,1581.46,0.26%,USD,1082.34,-1.11%,USD,1252.52,-0.03%
10/9/2019,USD,1361.23,0.18%,USD,1622.13,0.21%,USD,1140.9,0.15%,USD,1577.38,0.26%,USD,1094.5,-0.08%,USD,1252.85,0.08%
10/8/2019,USD,1358.74,-0.32%,USD,1618.71,-0.42%,USD,1139.22,-0.23%,USD,1573.34,-0.47%,USD,1095.37,0.14%,USD,1251.91,-0.12%
10/7/2019,USD,1363.05,0.04%,USD,1625.58,0.05%,USD,1141.82,0.03%,USD,1580.83,0.06%,USD,1093.87,0.04%,USD,1253.38,0.15%
10/6/2019,USD,1362.53,0.00%,USD,1624.8,0.00%,USD,1141.49,0.00%,USD,1579.94,0.00%,USD,1093.48,0.00%,USD,1251.5,0.00%
10/5/2019,USD,1362.53,0.00%,USD,1624.8,0.00%,USD,1141.49,0.00%,USD,1579.94,0.00%,USD,1093.48,0.00%,USD,1251.5,0.00%
10/4/2019,USD,1362.53,0.37%,USD,1624.8,0.31%,USD,1141.49,0.34%,USD,1579.94,0.48%,USD,1093.48,0.60%,USD,1251.5,-0.15%
10/3/2019,USD,1357.55,0.13%,USD,1619.85,0.15%,USD,1137.61,0.12%,USD,1572.47,0.15%,USD,1087.01,0.08%,USD,1253.34,0.15%
10/2/2019,USD,1355.77,-0.48%,USD,1617.35,-0.45%,USD,1136.26,-0.40%,USD,1570.14,-0.69%,USD,1086.14,-0.34%,USD,1251.48,0.20%
10/1/2019,USD,1362.26,-0.27%,USD,1624.63,-0.36%,USD,1140.83,-0.22%,USD,1581.12,-0.32%,USD,1089.81,-0.25%,USD,1249.02,0.00%
9/30/2019,USD,1365.88,-0.02%,USD,1630.43,0.07%,USD,1143.32,-0.06%,USD,1586.24,0.04%,USD,1092.56,-0.49%,USD,1249.05,0.06%
9/29/2019,USD,1366.1,0.00%,USD,1629.37,0.00%,USD,1144,0.00%,USD,1585.61,0.00%,USD,1097.89,0.00%,USD,1248.31,0.00%
9/28/2019,USD,1366.1,0.00%,USD,1629.37,0.00%,USD,1144,0.00%,USD,1585.61,0.00%,USD,1097.89,0.00%,USD,1248.31,0.00%
9/27/2019,USD,1366.1,-0.08%,USD,1629.37,-0.16%,USD,1144,-0.04%,USD,1585.61,-0.12%,USD,1097.89,0.00%,USD,1248.31,0.02%
9/26/2019,USD,1367.13,-0.01%,USD,1631.94,-0.17%,USD,1144.44,0.01%,USD,1587.45,0.04%,USD,1097.89,0.20%,USD,1248.08,0.03%
9/25/2019,USD,1367.28,0.02%,USD,1634.78,0.12%,USD,1144.31,-0.01%,USD,1586.76,0.00%,USD,1095.71,-0.19%,USD,1247.67,-0.15%
9/24/2019,USD,1367.07,-0.14%,USD,1632.75,-0.28%,USD,1144.39,-0.10%,USD,1586.79,-0.16%,USD,1097.85,-0.16%,USD,1249.51,-0.15%
9/23/2019,USD,1369.04,0.07%,USD,1637.4,0.04%,USD,1145.53,0.13%,USD,1589.34,-0.07%,USD,1099.65,0.84%,USD,1251.36,0.03%
9/22/2019,USD,1368.14,0.00%,USD,1636.82,0.00%,USD,1144.07,0.00%,USD,1590.49,0.00%,USD,1090.46,0.00%,USD,1251.03,0.00%
9/21/2019,USD,1368.14,0.00%,USD,1636.82,0.00%,USD,1144.07,0.00%,USD,1590.49,0.00%,USD,1090.46,0.00%,USD,1251.03,0.00%
9/20/2019,USD,1368.14,-0.06%,USD,1636.82,-0.02%,USD,1144.07,-0.02%,USD,1590.49,-0.18%,USD,1090.46,0.45%,USD,1251.03,0.11%
9/19/2019,USD,1368.9,0.09%,USD,1637.14,-0.03%,USD,1144.25,0.11%,USD,1593.43,0.12%,USD,1085.53,0.47%,USD,1249.61,-0.04%
9/18/2019,USD,1367.7,0.06%,USD,1637.56,-0.11%,USD,1143.03,0.11%,USD,1591.58,0.04%,USD,1080.47,0.55%,USD,1250.07,-0.11%
9/17/2019,USD,1366.87,0.03%,USD,1639.44,-0.05%,USD,1141.72,0.07%,USD,1590.9,-0.02%,USD,1074.58,0.22%,USD,1251.49,0.10%
9/16/2019,USD,1366.47,-0.03%,USD,1640.28,0.24%,USD,1140.92,-0.05%,USD,1591.2,-0.14%,USD,1072.26,-0.07%,USD,1250.3,0.07%
9/15/2019,USD,1366.83,0.00%,USD,1636.41,0.00%,USD,1141.54,0.00%,USD,1593.38,0.00%,USD,1073.03,0.00%,USD,1249.44,0.00%
9/14/2019,USD,1366.83,0.00%,USD,1636.41,0.00%,USD,1141.54,0.00%,USD,1593.38,0.00%,USD,1073.03,0.00%,USD,1249.44,0.00%
9/13/2019,USD,1366.83,-0.05%,USD,1636.41,-0.01%,USD,1141.54,-0.18%,USD,1593.38,0.24%,USD,1073.03,-1.48%,USD,1249.44,0.05%
9/12/2019,USD,1367.56,0.02%,USD,1636.52,0.02%,USD,1143.61,-0.03%,USD,1589.52,0.14%,USD,1089.18,-0.45%,USD,1248.76,0.13%
9/11/2019,USD,1367.31,0.18%,USD,1636.16,0.20%,USD,1143.96,0.09%,USD,1587.26,0.38%,USD,1094.06,-0.07%,USD,1247.12,-0.11%
9/10/2019,USD,1364.9,0.05%,USD,1632.93,0.22%,USD,1142.89,-0.05%,USD,1581.31,0.18%,USD,1094.88,-0.68%,USD,1248.48,0.21%
9/9/2019,USD,1364.23,0.10%,USD,1629.33,0.26%,USD,1143.43,-0.04%,USD,1578.48,0.36%,USD,1102.43,-1.15%,USD,1245.88,-0.15%
9/8/2019,USD,1362.8,0.00%,USD,1625.03,0.00%,USD,1143.85,0.00%,USD,1572.74,0.00%,USD,1115.2,0.00%,USD,1247.77,0.00%
9/7/2019,USD,1362.8,0.00%,USD,1625.03,0.00%,USD,1143.85,0.00%,USD,1572.74,0.00%,USD,1115.2,0.00%,USD,1247.77,0.00%
9/6/2019,USD,1362.8,-0.01%,USD,1625.03,0.10%,USD,1143.85,-0.04%,USD,1572.74,0.02%,USD,1115.2,-0.22%,USD,1247.77,0.13%
9/5/2019,USD,1362.88,0.05%,USD,1623.44,0.33%,USD,1144.35,-0.15%,USD,1572.44,0.38%,USD,1117.65,-1.66%,USD,1246.2,0.13%
9/4/2019,USD,1362.23,0.10%,USD,1618.06,0.40%,USD,1146.11,-0.11%,USD,1566.54,0.43%,USD,1136.52,-1.70%,USD,1244.55,0.12%
9/3/2019,USD,1360.93,-0.02%,USD,1611.64,-0.28%,USD,1147.38,0.12%,USD,1559.86,-0.20%,USD,1156.2,1.10%,USD,1243.01,-0.10%
9/2/2019,USD,1361.18,0.00%,USD,1616.11,0.00%,USD,1146.02,0.00%,USD,1562.97,0.00%,USD,1143.65,0.00%,USD,1244.3,0.00%
9/1/2019,USD,1361.18,0.00%,USD,1616.11,0.00%,USD,1146.02,0.00%,USD,1562.97,0.00%,USD,1143.65,0.00%,USD,1244.3,0.00%
8/31/2019,USD,1361.18,0.00%,USD,1616.11,0.00%,USD,1146.02,0.00%,USD,1562.97,0.00%,USD,1143.65,0.00%,USD,1244.3,0.00%
8/30/2019,USD,1361.18,0.04%,USD,1616.11,-0.01%,USD,1146.02,0.02%,USD,1562.97,0.12%,USD,1143.65,0.10%,USD,1244.3,-0.09%
8/29/2019,USD,1360.63,0.20%,USD,1616.26,0.53%,USD,1145.75,0.07%,USD,1561.06,0.29%,USD,1142.49,-0.37%,USD,1245.43,-0.02%
8/28/2019,USD,1357.98,0.13%,USD,1607.72,0.40%,USD,1144.96,0.11%,USD,1556.53,0.02%,USD,1146.77,0.24%,USD,1245.63,-0.16%
8/27/2019,USD,1356.17,-0.01%,USD,1601.38,-0.21%,USD,1143.75,0.04%,USD,1556.16,0.01%,USD,1144,0.51%,USD,1247.63,-0.08%
8/26/2019,USD,1356.25,0.10%,USD,1604.73,0.44%,USD,1143.25,0.09%,USD,1556.05,-0.12%,USD,1138.21,0.40%,USD,1248.59,-0.09%
8/25/2019,USD,1354.96,0.00%,USD,1597.67,0.00%,USD,1142.27,0.00%,USD,1557.94,0.00%,USD,1133.66,0.00%,USD,1249.68,0.00%
8/24/2019,USD,1354.96,0.00%,USD,1597.67,0.00%,USD,1142.27,0.00%,USD,1557.94,0.00%,USD,1133.66,0.00%,USD,1249.68,0.00%
8/23/2019,USD,1354.96,-0.19%,USD,1597.67,-0.89%,USD,1142.27,-0.01%,USD,1557.94,-0.18%,USD,1133.66,0.71%,USD,1249.68,-0.05%
8/22/2019,USD,1357.56,-0.05%,USD,1611.98,0.01%,USD,1142.38,-0.06%,USD,1560.82,-0.06%,USD,1125.62,-0.25%,USD,1250.28,0.00%
8/21/2019,USD,1358.21,0.17%,USD,1611.79,0.52%,USD,1143.07,0.08%,USD,1561.69,0.17%,USD,1128.48,-0.04%,USD,1250.22,0.03%
8/20/2019,USD,1355.89,-0.01%,USD,1603.43,-0.09%,USD,1142.16,0.02%,USD,1559.09,-0.03%,USD,1128.89,0.27%,USD,1249.84,0.18%
8/19/2019,USD,1356.06,0.20%,USD,1604.92,0.60%,USD,1141.98,0.06%,USD,1559.54,0.27%,USD,1125.87,-0.48%,USD,1247.64,0.04%
8/18/2019,USD,1353.36,0.00%,USD,1595.33,0.00%,USD,1141.24,0.00%,USD,1555.27,0.00%,USD,1131.26,0.00%,USD,1247.16,0.00%
8/17/2019,USD,1353.36,0.00%,USD,1595.33,0.00%,USD,1141.24,0.00%,USD,1555.27,0.00%,USD,1131.26,0.00%,USD,1247.16,0.00%
8/16/2019,USD,1353.36,0.26%,USD,1595.33,0.45%,USD,1141.24,0.15%,USD,1555.27,0.41%,USD,1131.26,-0.41%,USD,1247.16,0.01%
8/15/2019,USD,1349.89,-0.07%,USD,1588.25,0.24%,USD,1139.52,-0.01%,USD,1548.98,-0.43%,USD,1135.87,0.28%,USD,1247.03,-0.05%
8/14/2019,USD,1350.81,-0.40%,USD,1584.47,-1.01%,USD,1139.69,-0.28%,USD,1555.73,-0.26%,USD,1132.68,0.90%,USD,1247.69,0.12%
8/13/2019,USD,1356.17,0.06%,USD,1600.56,0.48%,USD,1142.9,0.08%,USD,1559.77,-0.28%,USD,1122.57,-0.42%,USD,1246.24,0.25%
8/12/2019,USD,1355.29,-0.06%,USD,1592.84,-0.28%,USD,1141.97,-0.01%,USD,1564.16,-0.02%,USD,1127.28,0.75%,USD,1243.1,0.04%
8/11/2019,USD,1356.06,0.00%,USD,1597.37,0.00%,USD,1142.07,0.00%,USD,1564.52,0.00%,USD,1118.91,0.00%,USD,1242.57,0.00%
8/10/2019,USD,1356.06,0.00%,USD,1597.37,0.00%,USD,1142.07,0.00%,USD,1564.52,0.00%,USD,1118.91,0.00%,USD,1242.57,0.00%
8/9/2019,USD,1356.06,-0.17%,USD,1597.37,-0.16%,USD,1142.07,-0.12%,USD,1564.52,-0.31%,USD,1118.91,0.16%,USD,1242.57,-0.30%
8/8/2019,USD,1358.35,0.45%,USD,1600.01,0.94%,USD,1143.41,0.32%,USD,1569.37,0.47%,USD,1117.09,-0.36%,USD,1246.32,0.09%
8/7/2019,USD,1352.2,0.18%,USD,1585.13,-0.15%,USD,1139.75,0.25%,USD,1562.1,0.20%,USD,1121.12,1.37%,USD,1245.2,0.02%
8/6/2019,USD,1349.81,0.22%,USD,1587.46,1.18%,USD,1136.86,0.18%,USD,1558.91,-0.37%,USD,1106,0.02%,USD,1244.94,-0.10%
8/5/2019,USD,1346.9,-1.00%,USD,1568.9,-2.30%,USD,1134.84,-0.76%,USD,1564.68,-0.69%,USD,1105.81,-0.25%,USD,1246.14,0.28%
8/4/2019,USD,1360.48,0.00%,USD,1605.83,0.00%,USD,1143.56,0.00%,USD,1575.55,0.00%,USD,1108.59,0.00%,USD,1242.71,0.00%
8/3/2019,USD,1360.48,0.00%,USD,1605.83,0.00%,USD,1143.56,0.00%,USD,1575.55,0.00%,USD,1108.59,0.00%,USD,1242.71,0.00%
8/2/2019,USD,1360.48,-0.54%,USD,1605.83,-0.29%,USD,1143.56,-0.51%,USD,1575.55,-0.79%,USD,1108.59,-0.43%,USD,1242.71,0.14%
8/1/2019,USD,1367.85,-0.17%,USD,1610.5,-0.45%,USD,1149.45,-0.05%,USD,1588.07,-0.27%,USD,1113.35,0.93%,USD,1241.03,-0.15%
7/31/2019,USD,1370.13,-0.07%,USD,1617.84,-0.01%,USD,1150.03,-0.12%,USD,1592.32,0.01%,USD,1103.04,-0.24%,USD,1242.86,0.11%
7/30/2019,USD,1371.09,-0.04%,USD,1617.98,0.07%,USD,1151.38,-0.05%,USD,1592.14,-0.11%,USD,1105.64,0.06%,USD,1241.45,0.05%
7/29/2019,USD,1371.66,0.00%,USD,1616.83,-0.01%,USD,1151.91,0.06%,USD,1593.92,-0.16%,USD,1104.98,0.43%,USD,1240.77,-0.21%
